occ_code,region_id,emp,wage_mean_annual_usd,source_tag
27-4099,TW,1251,34645.0,FIXTURE:us_mix_gdp_pc_tilt
29-1011,TW,2688,40620.0,FIXTURE:us_mix_gdp_pc_tilt
29-1021,TW,8157,83580.0,FIXTURE:us_mix_gdp_pc_tilt
29-1022,TW,400,155730.0,FIXTURE:us_mix_gdp_pc_tilt
29-1023,TW,386,133640.0,FIXTURE:us_mix_gdp_pc_tilt
29-1024,TW,59,71865.0,FIXTURE:us_mix_gdp_pc_tilt
29-1029,TW,357,89700.0,FIXTURE:us_mix_gdp_pc_tilt
29-1031,TW,5006,32810.0,FIXTURE:us_mix_gdp_pc_tilt
29-1041,TW,2906,62720.0,FIXTURE:us_mix_gdp_pc_tilt
29-1051,TW,23459,62845.0,FIXTURE:us_mix_gdp_pc_tilt
29-1071,TW,9978,59730.0,FIXTURE:us_mix_gdp_pc_tilt
29-1081,TW,664,79190.0,FIXTURE:us_mix_gdp_pc_tilt
29-1122,TW,9594,44735.0,FIXTURE:us_mix_gdp_pc_tilt
29-1123,TW,16914,46460.0,FIXTURE:us_mix_gdp_pc_tilt
29-1124,TW,1205,47000.0,FIXTURE:us_mix_gdp_pc_tilt
29-1125,TW,1274,26950.0,FIXTURE:us_mix_gdp_pc_tilt
29-1126,TW,10013,34095.0,FIXTURE:us_mix_gdp_pc_tilt
29-1127,TW,11069,42910.0,FIXTURE:us_mix_gdp_pc_tilt
29-1128,TW,515,27015.0,FIXTURE:us_mix_gdp_pc_tilt
29-1129,TW,1013,32515.0,FIXTURE:us_mix_gdp_pc_tilt
29-1131,TW,5799,54960.0,FIXTURE:us_mix_gdp_pc_tilt
29-1141,TW,228736,41375.0,FIXTURE:us_mix_gdp_pc_tilt
29-1151,TW,3299,101235.0,FIXTURE:us_mix_gdp_pc_tilt
29-1161,TW,582,57105.0,FIXTURE:us_mix_gdp_pc_tilt
29-1171,TW,17615,59020.0,FIXTURE:us_mix_gdp_pc_tilt
29-1181,TW,994,43025.0,FIXTURE:us_mix_gdp_pc_tilt
29-1211,TW,2337,165595.0,FIXTURE:us_mix_gdp_pc_tilt
29-1212,TW,1397,176985.0,FIXTURE:us_mix_gdp_pc_tilt
29-1213,TW,693,151370.0,FIXTURE:us_mix_gdp_pc_tilt
29-1214,TW,2716,155320.0,FIXTURE:us_mix_gdp_pc_tilt
29-1215,TW,7726,117965.0,FIXTURE:us_mix_gdp_pc_tilt
29-1216,TW,4373,121095.0,FIXTURE:us_mix_gdp_pc_tilt
29-1217,TW,534,133830.0,FIXTURE:us_mix_gdp_pc_tilt
29-1218,TW,1619,148105.0,FIXTURE:us_mix_gdp_pc_tilt
29-1221,TW,2523,99210.0,FIXTURE:us_mix_gdp_pc_tilt
29-1222,TW,826,133590.0,FIXTURE:us_mix_gdp_pc_tilt
29-1223,TW,1915,124880.0,FIXTURE:us_mix_gdp_pc_tilt
29-1224,TW,2216,150860.0,FIXTURE:us_mix_gdp_pc_tilt
29-1229,TW,19265,115750.0,FIXTURE:us_mix_gdp_pc_tilt
29-1241,TW,871,135045.0,FIXTURE:us_mix_gdp_pc_tilt
29-1242,TW,1220,153110.0,FIXTURE:us_mix_gdp_pc_tilt
29-1243,TW,62,145155.0,FIXTURE:us_mix_gdp_pc_tilt
29-1249,TW,2221,148900.0,FIXTURE:us_mix_gdp_pc_tilt
29-1291,TW,544,35885.0,FIXTURE:us_mix_gdp_pc_tilt
29-1292,TW,15551,40680.0,FIXTURE:us_mix_gdp_pc_tilt
29-1299,TW,1970,56615.0,FIXTURE:us_mix_gdp_pc_tilt
29-2010,TW,23926,28455.0,FIXTURE:us_mix_gdp_pc_tilt
29-2031,TW,4185,31010.0,FIXTURE:us_mix_gdp_pc_tilt
29-2032,TW,5902,40340.0,FIXTURE:us_mix_gdp_pc_tilt
29-2033,TW,1286,42425.0,FIXTURE:us_mix_gdp_pc_tilt
29-2034,TW,16241,33245.0,FIXTURE:us_mix_gdp_pc_tilt
29-2035,TW,2857,38910.0,FIXTURE:us_mix_gdp_pc_tilt
29-2036,TW,180,62375.0,FIXTURE:us_mix_gdp_pc_tilt
29-2042,TW,12114,18345.0,FIXTURE:us_mix_gdp_pc_tilt
29-2043,TW,7244,24750.0,FIXTURE:us_mix_gdp_pc_tilt
29-2051,TW,1622,17080.0,FIXTURE:us_mix_gdp_pc_tilt
29-2052,TW,32772,18985.0,FIXTURE:us_mix_gdp_pc_tilt
29-2053,TW,7011,19000.0,FIXTURE:us_mix_gdp_pc_tilt
29-2055,TW,8186,26795.0,FIXTURE:us_mix_gdp_pc_tilt
29-2056,TW,8907,19125.0,FIXTURE:us_mix_gdp_pc_tilt
29-2057,TW,4931,20560.0,FIXTURE:us_mix_gdp_pc_tilt
29-2061,TW,48129,25925.0,FIXTURE:us_mix_gdp_pc_tilt
29-2072,TW,13553,24155.0,FIXTURE:us_mix_gdp_pc_tilt
29-2081,TW,5499,21530.0,FIXTURE:us_mix_gdp_pc_tilt
29-2091,TW,781,39910.0,FIXTURE:us_mix_gdp_pc_tilt
29-2092,TW,810,29980.0,FIXTURE:us_mix_gdp_pc_tilt
29-2099,TW,10566,24615.0,FIXTURE:us_mix_gdp_pc_tilt
29-9021,TW,2845,30705.0,FIXTURE:us_mix_gdp_pc_tilt
29-9091,TW,1957,27325.0,FIXTURE:us_mix_gdp_pc_tilt
29-9092,TW,206,43320.0,FIXTURE:us_mix_gdp_pc_tilt
29-9093,TW,1295,29585.0,FIXTURE:us_mix_gdp_pc_tilt
29-9099,TW,3310,32440.0,FIXTURE:us_mix_gdp_pc_tilt
31-1120,TW,281785,14630.0,FIXTURE:us_mix_gdp_pc_tilt
31-1131,TW,110055,16625.0,FIXTURE:us_mix_gdp_pc_tilt
31-1132,TW,3780,16720.0,FIXTURE:us_mix_gdp_pc_tilt
31-1133,TW,3276,17320.0,FIXTURE:us_mix_gdp_pc_tilt
31-2011,TW,3514,31780.0,FIXTURE:us_mix_gdp_pc_tilt
31-2012,TW,282,19615.0,FIXTURE:us_mix_gdp_pc_tilt
31-2021,TW,7840,30370.0,FIXTURE:us_mix_gdp_pc_tilt
31-2022,TW,3548,15185.0,FIXTURE:us_mix_gdp_pc_tilt
31-9011,TW,6782,24630.0,FIXTURE:us_mix_gdp_pc_tilt
31-9091,TW,29059,21255.0,FIXTURE:us_mix_gdp_pc_tilt
31-9092,TW,60916,19095.0,FIXTURE:us_mix_gdp_pc_tilt
31-9093,TW,5120,21210.0,FIXTURE:us_mix_gdp_pc_tilt
31-9094,TW,4673,17110.0,FIXTURE:us_mix_gdp_pc_tilt
31-9095,TW,3646,17280.0,FIXTURE:us_mix_gdp_pc_tilt
31-9096,TW,8284,15890.0,FIXTURE:us_mix_gdp_pc_tilt
31-9097,TW,11112,19225.0,FIXTURE:us_mix_gdp_pc_tilt
31-9099,TW,9074,20345.0,FIXTURE:us_mix_gdp_pc_tilt
33-1011,TW,4559,34875.0,FIXTURE:us_mix_gdp_pc_tilt
33-1012,TW,10733,49380.0,FIXTURE:us_mix_gdp_pc_tilt
33-1021,TW,6771,41635.0,FIXTURE:us_mix_gdp_pc_tilt
33-1091,TW,4641,27540.0,FIXTURE:us_mix_gdp_pc_tilt
33-1099,TW,1990,31955.0,FIXTURE:us_mix_gdp_pc_tilt
33-2011,TW,26560,27645.0,FIXTURE:us_mix_gdp_pc_tilt
33-2021,TW,1222,34840.0,FIXTURE:us_mix_gdp_pc_tilt
33-2022,TW,232,27170.0,FIXTURE:us_mix_gdp_pc_tilt
33-3011,TW,1374,26170.0,FIXTURE:us_mix_gdp_pc_tilt
33-3012,TW,32862,26710.0,FIXTURE:us_mix_gdp_pc_tilt
33-3021,TW,9031,45185.0,FIXTURE:us_mix_gdp_pc_tilt
33-3031,TW,563,29095.0,FIXTURE:us_mix_gdp_pc_tilt
33-3041,TW,624,23025.0,FIXTURE:us_mix_gdp_pc_tilt
33-3051,TW,55694,35375.0,FIXTURE:us_mix_gdp_pc_tilt
33-3052,TW,301,34785.0,FIXTURE:us_mix_gdp_pc_tilt
33-9011,TW,971,21310.0,FIXTURE:us_mix_gdp_pc_tilt
33-9021,TW,2416,30485.0,FIXTURE:us_mix_gdp_pc_tilt
33-9031,TW,769,19040.0,FIXTURE:us_mix_gdp_pc_tilt
33-9032,TW,88483,17915.0,FIXTURE:us_mix_gdp_pc_tilt
33-9091,TW,6921,17835.0,FIXTURE:us_mix_gdp_pc_tilt
33-9092,TW,9569,13660.0,FIXTURE:us_mix_gdp_pc_tilt
33-9093,TW,4045,23190.0,FIXTURE:us_mix_gdp_pc_tilt
33-9094,TW,4630,15110.0,FIXTURE:us_mix_gdp_pc_tilt
33-9099,TW,8380,21080.0,FIXTURE:us_mix_gdp_pc_tilt
35-1011,TW,12117,28460.0,FIXTURE:us_mix_gdp_pc_tilt
35-1012,TW,97136,19575.0,FIXTURE:us_mix_gdp_pc_tilt
35-2011,TW,71702,12745.0,FIXTURE:us_mix_gdp_pc_tilt
35-2012,TW,36672,15760.0,FIXTURE:us_mix_gdp_pc_tilt
35-2013,TW,41,21630.0,FIXTURE:us_mix_gdp_pc_tilt
35-2014,TW,111442,15815.0,FIXTURE:us_mix_gdp_pc_tilt
35-2015,TW,11650,14055.0,FIXTURE:us_mix_gdp_pc_tilt
35-2019,TW,1696,16695.0,FIXTURE:us_mix_gdp_pc_tilt
35-2021,TW,73123,14405.0,FIXTURE:us_mix_gdp_pc_tilt
35-3011,TW,45304,15170.0,FIXTURE:us_mix_gdp_pc_tilt
35-3023,TW,288918,13030.0,FIXTURE:us_mix_gdp_pc_tilt
35-3031,TW,168400,14505.0,FIXTURE:us_mix_gdp_pc_tilt
35-3041,TW,22686,14750.0,FIXTURE:us_mix_gdp_pc_tilt
35-9011,TW,31455,13845.0,FIXTURE:us_mix_gdp_pc_tilt
35-9021,TW,35195,13675.0,FIXTURE:us_mix_gdp_pc_tilt
35-9031,TW,30309,13000.0,FIXTURE:us_mix_gdp_pc_tilt
35-9099,TW,7770,14380.0,FIXTURE:us_mix_gdp_pc_tilt
37-1011,TW,14342,22550.0,FIXTURE:us_mix_gdp_pc_tilt
37-1012,TW,10864,26635.0,FIXTURE:us_mix_gdp_pc_tilt
37-2011,TW,190117,15930.0,FIXTURE:us_mix_gdp_pc_tilt
37-2012,TW,67530,14790.0,FIXTURE:us_mix_gdp_pc_tilt
37-2019,TW,1620,19265.0,FIXTURE:us_mix_gdp_pc_tilt
37-2021,TW,7969,20320.0,FIXTURE:us_mix_gdp_pc_tilt
37-3011,TW,83307,17620.0,FIXTURE:us_mix_gdp_pc_tilt
37-3012,TW,2410,20250.0,FIXTURE:us_mix_gdp_pc_tilt
37-3013,TW,3913,23725.0,FIXTURE:us_mix_gdp_pc_tilt
37-3019,TW,1472,19560.0,FIXTURE:us_mix_gdp_pc_tilt
39-1013,TW,1633,26295.0,FIXTURE:us_mix_gdp_pc_tilt
39-1014,TW,5596,23565.0,FIXTURE:us_mix_gdp_pc_tilt
39-1022,TW,8457,22865.0,FIXTURE:us_mix_gdp_pc_tilt
39-2011,TW,1326,19115.0,FIXTURE:us_mix_gdp_pc_tilt
39-2021,TW,18890,14760.0,FIXTURE:us_mix_gdp_pc_tilt
39-3011,TW,5416,14480.0,FIXTURE:us_mix_gdp_pc_tilt
39-3012,TW,614,14555.0,FIXTURE:us_mix_gdp_pc_tilt
39-3019,TW,906,15895.0,FIXTURE:us_mix_gdp_pc_tilt
39-3021,TW,136,16485.0,FIXTURE:us_mix_gdp_pc_tilt
39-3031,TW,4601,13195.0,FIXTURE:us_mix_gdp_pc_tilt
39-3091,TW,21944,13055.0,FIXTURE:us_mix_gdp_pc_tilt
39-3092,TW,283,27295.0,FIXTURE:us_mix_gdp_pc_tilt
39-3093,TW,809,15110.0,FIXTURE:us_mix_gdp_pc_tilt
39-3099,TW,359,14840.0,FIXTURE:us_mix_gdp_pc_tilt
39-4011,TW,341,25605.0,FIXTURE:us_mix_gdp_pc_tilt
39-4012,TW,171,19830.0,FIXTURE:us_mix_gdp_pc_tilt
39-4021,TW,2720,15815.0,FIXTURE:us_mix_gdp_pc_tilt
39-4031,TW,2067,28180.0,FIXTURE:us_mix_gdp_pc_tilt
39-5011,TW,1081,17850.0,FIXTURE:us_mix_gdp_pc_tilt
39-5012,TW,23937,17995.0,FIXTURE:us_mix_gdp_pc_tilt
39-5091,TW,164,62190.0,FIXTURE:us_mix_gdp_pc_tilt
39-5092,TW,10090,15240.0,FIXTURE:us_mix_gdp_pc_tilt
39-5093,TW,800,12580.0,FIXTURE:us_mix_gdp_pc_tilt
39-5094,TW,4234,20850.0,FIXTURE:us_mix_gdp_pc_tilt
39-6011,TW,1718,15020.0,FIXTURE:us_mix_gdp_pc_tilt
39-6012,TW,2809,18760.0,FIXTURE:us_mix_gdp_pc_tilt
39-7010,TW,2593,16600.0,FIXTURE:us_mix_gdp_pc_tilt
39-9011,TW,36705,13840.0,FIXTURE:us_mix_gdp_pc_tilt
39-9031,TW,18549,22935.0,FIXTURE:us_mix_gdp_pc_tilt
39-9032,TW,22099,16010.0,FIXTURE:us_mix_gdp_pc_tilt
39-9041,TW,7743,17475.0,FIXTURE:us_mix_gdp_pc_tilt
39-9099,TW,6029,15395.0,FIXTURE:us_mix_gdp_pc_tilt
41-1011,TW,95694,23445.0,FIXTURE:us_mix_gdp_pc_tilt
41-1012,TW,20417,46160.0,FIXTURE:us_mix_gdp_pc_tilt
41-2011,TW,277729,13385.0,FIXTURE:us_mix_gdp_pc_tilt
41-2012,TW,1436,14565.0,FIXTURE:us_mix_gdp_pc_tilt
41-2021,TW,31106,18085.0,FIXTURE:us_mix_gdp_pc_tilt
41-2022,TW,22192,18460.0,FIXTURE:us_mix_gdp_pc_tilt
41-2031,TW,309157,15960.0,FIXTURE:us_mix_gdp_pc_tilt
41-3011,TW,8091,33270.0,FIXTURE:us_mix_gdp_pc_tilt
41-3021,TW,35373,34670.0,FIXTURE:us_mix_gdp_pc_tilt
41-3031,TW,35730,46630.0,FIXTURE:us_mix_gdp_pc_tilt
41-3041,TW,3113,23290.0,FIXTURE:us_mix_gdp_pc_tilt
41-3091,TW,85912,35555.0,FIXTURE:us_mix_gdp_pc_tilt
41-4011,TW,22278,51375.0,FIXTURE:us_mix_gdp_pc_tilt
41-4012,TW,104000,36195.0,FIXTURE:us_mix_gdp_pc_tilt
41-9011,TW,3405,18495.0,FIXTURE:us_mix_gdp_pc_tilt
41-9012,TW,167,23040.0,FIXTURE:us_mix_gdp_pc_tilt
41-9021,TW,4056,43245.0,FIXTURE:us_mix_gdp_pc_tilt
41-9022,TW,14725,30740.0,FIXTURE:us_mix_gdp_pc_tilt
41-9031,TW,4985,59315.0,FIXTURE:us_mix_gdp_pc_tilt
41-9041,TW,9637,15335.0,FIXTURE:us_mix_gdp_pc_tilt
41-9091,TW,658,17485.0,FIXTURE:us_mix_gdp_pc_tilt
41-9099,TW,19732,19420.0,FIXTURE:us_mix_gdp_pc_tilt
43-1011,TW,120836,31690.0,FIXTURE:us_mix_gdp_pc_tilt
43-2011,TW,4034,17295.0,FIXTURE:us_mix_gdp_pc_tilt
43-2021,TW,324,19685.0,FIXTURE:us_mix_gdp_pc_tilt
43-2099,TW,112,24735.0,FIXTURE:us_mix_gdp_pc_tilt
43-3011,TW,17820,20640.0,FIXTURE:us_mix_gdp_pc_tilt
43-3021,TW,35915,21375.0,FIXTURE:us_mix_gdp_pc_tilt
43-3031,TW,126339,22570.0,FIXTURE:us_mix_gdp_pc_tilt
43-3041,TW,932,15385.0,FIXTURE:us_mix_gdp_pc_tilt
43-3051,TW,12496,24780.0,FIXTURE:us_mix_gdp_pc_tilt
43-3061,TW,5184,22465.0,FIXTURE:us_mix_gdp_pc_tilt
43-3071,TW,30486,17465.0,FIXTURE:us_mix_gdp_pc_tilt
43-3099,TW,2537,23915.0,FIXTURE:us_mix_gdp_pc_tilt
43-4011,TW,3346,28855.0,FIXTURE:us_mix_gdp_pc_tilt
43-4021,TW,591,20855.0,FIXTURE:us_mix_gdp_pc_tilt
43-4031,TW,12570,22435.0,FIXTURE:us_mix_gdp_pc_tilt
43-4041,TW,1408,22270.0,FIXTURE:us_mix_gdp_pc_tilt
43-4051,TW,233286,19535.0,FIXTURE:us_mix_gdp_pc_tilt
43-4061,TW,12668,24285.0,FIXTURE:us_mix_gdp_pc_tilt
43-4071,TW,7153,18410.0,FIXTURE:us_mix_gdp_pc_tilt
43-4081,TW,18446,14020.0,FIXTURE:us_mix_gdp_pc_tilt
43-4111,TW,14216,19420.0,FIXTURE:us_mix_gdp_pc_tilt
43-4121,TW,6568,16245.0,FIXTURE:us_mix_gdp_pc_tilt
43-4131,TW,19972,22455.0,FIXTURE:us_mix_gdp_pc_tilt
43-4141,TW,3390,20625.0,FIXTURE:us_mix_gdp_pc_tilt
43-4151,TW,11204,20910.0,FIXTURE:us_mix_gdp_pc_tilt
43-4161,TW,8602,22420.0,FIXTURE:us_mix_gdp_pc_tilt
43-4171,TW,82293,16455.0,FIXTURE:us_mix_gdp_pc_tilt
43-4181,TW,8442,22815.0,FIXTURE:us_mix_gdp_pc_tilt
43-4199,TW,12981,21975.0,FIXTURE:us_mix_gdp_pc_tilt
43-5011,TW,7178,24210.0,FIXTURE:us_mix_gdp_pc_tilt
43-5021,TW,5718,17135.0,FIXTURE:us_mix_gdp_pc_tilt
43-5031,TW,8123,23515.0,FIXTURE:us_mix_gdp_pc_tilt
43-5032,TW,16266,23325.0,FIXTURE:us_mix_gdp_pc_tilt
43-5041,TW,2009,23715.0,FIXTURE:us_mix_gdp_pc_tilt
43-5051,TW,6639,26605.0,FIXTURE:us_mix_gdp_pc_tilt
43-5052,TW,28086,27185.0,FIXTURE:us_mix_gdp_pc_tilt
43-5053,TW,9386,25505.0,FIXTURE:us_mix_gdp_pc_tilt
43-5061,TW,30736,26110.0,FIXTURE:us_mix_gdp_pc_tilt
43-5071,TW,66574,19105.0,FIXTURE:us_mix_gdp_pc_tilt
43-5111,TW,4584,19770.0,FIXTURE:us_mix_gdp_pc_tilt
43-6011,TW,39082,33435.0,FIXTURE:us_mix_gdp_pc_tilt
43-6012,TW,12995,26270.0,FIXTURE:us_mix_gdp_pc_tilt
43-6013,TW,54963,19870.0,FIXTURE:us_mix_gdp_pc_tilt
43-6014,TW,152840,20540.0,FIXTURE:us_mix_gdp_pc_tilt
43-9021,TW,12319,17970.0,FIXTURE:us_mix_gdp_pc_tilt
43-9022,TW,3510,21685.0,FIXTURE:us_mix_gdp_pc_tilt
43-9031,TW,636,25465.0,FIXTURE:us_mix_gdp_pc_tilt
43-9041,TW,18272,22895.0,FIXTURE:us_mix_gdp_pc_tilt
43-9051,TW,5809,17195.0,FIXTURE:us_mix_gdp_pc_tilt
43-9061,TW,215802,19495.0,FIXTURE:us_mix_gdp_pc_tilt
43-9071,TW,2756,18555.0,FIXTURE:us_mix_gdp_pc_tilt
43-9081,TW,447,23005.0,FIXTURE:us_mix_gdp_pc_tilt
43-9111,TW,518,26710.0,FIXTURE:us_mix_gdp_pc_tilt
43-9199,TW,12316,21290.0,FIXTURE:us_mix_gdp_pc_tilt
45-1011,TW,2406,27225.0,FIXTURE:us_mix_gdp_pc_tilt
45-2011,TW,1272,23715.0,FIXTURE:us_mix_gdp_pc_tilt
45-2021,TW,89,21635.0,FIXTURE:us_mix_gdp_pc_tilt
45-2041,TW,2386,15200.0,FIXTURE:us_mix_gdp_pc_tilt
45-2091,TW,2444,18140.0,FIXTURE:us_mix_gdp_pc_tilt
45-2092,TW,25876,15720.0,FIXTURE:us_mix_gdp_pc_tilt
45-2093,TW,3187,16075.0,FIXTURE:us_mix_gdp_pc_tilt
45-2099,TW,569,18595.0,FIXTURE:us_mix_gdp_pc_tilt
45-4011,TW,588,16845.0,FIXTURE:us_mix_gdp_pc_tilt
45-4021,TW,389,26880.0,FIXTURE:us_mix_gdp_pc_tilt
45-4022,TW,2381,21980.0,FIXTURE:us_mix_gdp_pc_tilt
45-4023,TW,304,20760.0,FIXTURE:us_mix_gdp_pc_tilt
45-4029,TW,288,22715.0,FIXTURE:us_mix_gdp_pc_tilt
47-1011,TW,62157,37530.0,FIXTURE:us_mix_gdp_pc_tilt
47-2011,TW,1206,34535.0,FIXTURE:us_mix_gdp_pc_tilt
47-2021,TW,5223,30715.0,FIXTURE:us_mix_gdp_pc_tilt
47-2022,TW,840,25085.0,FIXTURE:us_mix_gdp_pc_tilt
47-2031,TW,62361,27595.0,FIXTURE:us_mix_gdp_pc_tilt
47-2041,TW,1847,24355.0,FIXTURE:us_mix_gdp_pc_tilt
47-2042,TW,1708,26940.0,FIXTURE:us_mix_gdp_pc_tilt
47-2043,TW,405,22190.0,FIXTURE:us_mix_gdp_pc_tilt
47-2044,TW,3842,26665.0,FIXTURE:us_mix_gdp_pc_tilt
47-2051,TW,17418,25450.0,FIXTURE:us_mix_gdp_pc_tilt
47-2053,TW,246,29190.0,FIXTURE:us_mix_gdp_pc_tilt
47-2061,TW,90430,22065.0,FIXTURE:us_mix_gdp_pc_tilt
47-2071,TW,4126,25295.0,FIXTURE:us_mix_gdp_pc_tilt
47-2072,TW,351,37975.0,FIXTURE:us_mix_gdp_pc_tilt
47-2073,TW,37788,28140.0,FIXTURE:us_mix_gdp_pc_tilt
47-2081,TW,9061,27405.0,FIXTURE:us_mix_gdp_pc_tilt
47-2082,TW,1361,32570.0,FIXTURE:us_mix_gdp_pc_tilt
47-2111,TW,60729,31655.0,FIXTURE:us_mix_gdp_pc_tilt
47-2121,TW,4919,25975.0,FIXTURE:us_mix_gdp_pc_tilt
47-2131,TW,2834,22405.0,FIXTURE:us_mix_gdp_pc_tilt
47-2132,TW,2615,28130.0,FIXTURE:us_mix_gdp_pc_tilt
47-2141,TW,19997,23570.0,FIXTURE:us_mix_gdp_pc_tilt
47-2142,TW,218,25780.0,FIXTURE:us_mix_gdp_pc_tilt
47-2151,TW,3111,24255.0,FIXTURE:us_mix_gdp_pc_tilt
47-2152,TW,38983,31675.0,FIXTURE:us_mix_gdp_pc_tilt
47-2161,TW,2518,27405.0,FIXTURE:us_mix_gdp_pc_tilt
47-2171,TW,1533,29480.0,FIXTURE:us_mix_gdp_pc_tilt
47-2181,TW,12125,24445.0,FIXTURE:us_mix_gdp_pc_tilt
47-2211,TW,11447,29380.0,FIXTURE:us_mix_gdp_pc_tilt
47-2221,TW,6405,30635.0,FIXTURE:us_mix_gdp_pc_tilt
47-2231,TW,1533,25355.0,FIXTURE:us_mix_gdp_pc_tilt
47-3011,TW,1700,21685.0,FIXTURE:us_mix_gdp_pc_tilt
47-3012,TW,2571,18670.0,FIXTURE:us_mix_gdp_pc_tilt
47-3013,TW,6735,18360.0,FIXTURE:us_mix_gdp_pc_tilt
47-3014,TW,835,17635.0,FIXTURE:us_mix_gdp_pc_tilt
47-3015,TW,4287,18175.0,FIXTURE:us_mix_gdp_pc_tilt
47-3016,TW,638,18000.0,FIXTURE:us_mix_gdp_pc_tilt
47-3019,TW,2548,18805.0,FIXTURE:us_mix_gdp_pc_tilt
47-4011,TW,10999,34240.0,FIXTURE:us_mix_gdp_pc_tilt
47-4021,TW,2101,45660.0,FIXTURE:us_mix_gdp_pc_tilt
47-4031,TW,2284,20570.0,FIXTURE:us_mix_gdp_pc_tilt
47-4041,TW,4130,24640.0,FIXTURE:us_mix_gdp_pc_tilt
47-4051,TW,13176,22170.0,FIXTURE:us_mix_gdp_pc_tilt
47-4061,TW,1963,30385.0,FIXTURE:us_mix_gdp_pc_tilt
47-4071,TW,2672,22695.0,FIXTURE:us_mix_gdp_pc_tilt
47-4090,TW,2886,22685.0,FIXTURE:us_mix_gdp_pc_tilt
47-5011,TW,736,26070.0,FIXTURE:us_mix_gdp_pc_tilt
47-5012,TW,1043,30920.0,FIXTURE:us_mix_gdp_pc_tilt
47-5013,TW,3068,27830.0,FIXTURE:us_mix_gdp_pc_tilt
47-5022,TW,3334,24925.0,FIXTURE:us_mix_gdp_pc_tilt
47-5023,TW,1475,26800.0,FIXTURE:us_mix_gdp_pc_tilt
47-5032,TW,501,28535.0,FIXTURE:us_mix_gdp_pc_tilt
47-5041,TW,1376,28715.0,FIXTURE:us_mix_gdp_pc_tilt
47-5043,TW,173,29585.0,FIXTURE:us_mix_gdp_pc_tilt
47-5044,TW,415,28665.0,FIXTURE:us_mix_gdp_pc_tilt
47-5049,TW,294,30145.0,FIXTURE:us_mix_gdp_pc_tilt
47-5051,TW,415,20815.0,FIXTURE:us_mix_gdp_pc_tilt
47-5071,TW,3222,22365.0,FIXTURE:us_mix_gdp_pc_tilt
47-5081,TW,558,20430.0,FIXTURE:us_mix_gdp_pc_tilt
47-5099,TW,502,25480.0,FIXTURE:us_mix_gdp_pc_tilt
49-1011,TW,44048,36795.0,FIXTURE:us_mix_gdp_pc_tilt
49-2011,TW,7234,22085.0,FIXTURE:us_mix_gdp_pc_tilt
49-2021,TW,1147,31250.0,FIXTURE:us_mix_gdp_pc_tilt
49-2022,TW,14466,30175.0,FIXTURE:us_mix_gdp_pc_tilt
49-2091,TW,1583,34930.0,FIXTURE:us_mix_gdp_pc_tilt
49-2092,TW,1329,24370.0,FIXTURE:us_mix_gdp_pc_tilt
49-2093,TW,896,35325.0,FIXTURE:us_mix_gdp_pc_tilt
49-2094,TW,4250,32115.0,FIXTURE:us_mix_gdp_pc_tilt
49-2095,TW,1882,43820.0,FIXTURE:us_mix_gdp_pc_tilt
49-2096,TW,753,21845.0,FIXTURE:us_mix_gdp_pc_tilt
49-2097,TW,1803,23060.0,FIXTURE:us_mix_gdp_pc_tilt
49-2098,TW,6480,26085.0,FIXTURE:us_mix_gdp_pc_tilt
49-3011,TW,10500,34735.0,FIXTURE:us_mix_gdp_pc_tilt
49-3021,TW,11492,25330.0,FIXTURE:us_mix_gdp_pc_tilt
49-3022,TW,1359,20345.0,FIXTURE:us_mix_gdp_pc_tilt
49-3023,TW,52715,23995.0,FIXTURE:us_mix_gdp_pc_tilt
49-3031,TW,21882,26510.0,FIXTURE:us_mix_gdp_pc_tilt
49-3041,TW,2932,23625.0,FIXTURE:us_mix_gdp_pc_tilt
49-3042,TW,12156,28640.0,FIXTURE:us_mix_gdp_pc_tilt
49-3043,TW,1908,30200.0,FIXTURE:us_mix_gdp_pc_tilt
49-3051,TW,1932,23330.0,FIXTURE:us_mix_gdp_pc_tilt
49-3052,TW,1257,20985.0,FIXTURE:us_mix_gdp_pc_tilt
49-3053,TW,2905,20180.0,FIXTURE:us_mix_gdp_pc_tilt
49-3091,TW,1235,17180.0,FIXTURE:us_mix_gdp_pc_tilt
49-3092,TW,1342,22465.0,FIXTURE:us_mix_gdp_pc_tilt
49-3093,TW,7799,16260.0,FIXTURE:us_mix_gdp_pc_tilt
49-9011,TW,1950,22760.0,FIXTURE:us_mix_gdp_pc_tilt
49-9012,TW,3756,33655.0,FIXTURE:us_mix_gdp_pc_tilt
49-9021,TW,29879,27345.0,FIXTURE:us_mix_gdp_pc_tilt
49-9031,TW,2354,22670.0,FIXTURE:us_mix_gdp_pc_tilt
49-9041,TW,31229,29390.0,FIXTURE:us_mix_gdp_pc_tilt
49-9043,TW,4826,26785.0,FIXTURE:us_mix_gdp_pc_tilt
49-9044,TW,3285,30630.0,FIXTURE:us_mix_gdp_pc_tilt
49-9045,TW,55,27380.0,FIXTURE:us_mix_gdp_pc_tilt
49-9051,TW,10374,39530.0,FIXTURE:us_mix_gdp_pc_tilt
49-9052,TW,8498,31125.0,FIXTURE:us_mix_gdp_pc_tilt
49-9061,TW,196,22130.0,FIXTURE:us_mix_gdp_pc_tilt
49-9062,TW,4470,28210.0,FIXTURE:us_mix_gdp_pc_tilt
49-9063,TW,478,19870.0,FIXTURE:us_mix_gdp_pc_tilt
